src_bytes,dst_bytes,dst_host_srv_count,FLAG_SF,dst_host_diff_srv_rate,dst_host_rerror_rate,diff_srv_rate,count,rerror_rate,dst_host_serror_rate,target
0.0,0.0,5.0,False,0.06,1.0,0.06,220,1.0,0.0,1
1.0,4.0,4.0,True,0.71,0.62,0.27,45,0.0,0.0,0
28.0,93.0,195.0,True,0.02,0.07,0.0,1,0.0,0.0,1
178.0,1502.5,239.0,True,0.0,0.0,0.0,1,0.0,0.0,0
123.0,178.0,6.0,False,0.14,0.09,0.0,1,1.0,0.0,1
717.5,0.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,1
28.0,93.0,254.0,True,0.01,0.0,0.0,1,0.0,0.0,1
194.0,1502.5,255.0,True,0.0,0.0,0.0,36,0.0,0.0,0
0.0,0.0,17.0,False,0.07,0.98,0.07,272,0.99,0.02,1
232.0,601.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
717.5,0.0,57.0,True,0.02,0.0,0.0,1,0.0,0.0,0
194.0,1502.5,255.0,True,0.0,0.0,0.0,20,0.0,0.0,0
43.0,109.0,217.0,True,0.04,0.21,0.0,8,0.0,0.0,0
228.0,1502.5,34.0,True,0.0,0.0,0.0,11,0.0,0.0,0
31.0,93.0,171.0,True,0.02,0.05,0.0,1,0.0,0.0,1
314.0,281.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
164.0,599.0,15.0,True,0.75,0.74,0.0,1,0.0,0.0,1
45.0,130.0,191.0,True,0.01,0.0,0.02,128,0.0,0.0,0
268.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
717.5,261.0,246.0,True,0.04,0.03,0.0,3,0.0,0.0,1
1.0,0.0,2.0,True,0.7,0.02,0.5,20,0.0,0.0,0
0.0,0.0,17.0,False,0.07,1.0,0.06,257,1.0,0.0,1
27.0,93.0,213.0,False,0.02,0.04,0.0,1,1.0,0.0,1
298.0,1502.5,255.0,True,0.0,0.0,0.0,36,0.0,0.0,0
162.0,599.0,14.0,True,0.87,0.85,0.0,1,0.0,0.0,1
28.0,93.0,243.0,True,0.02,0.02,0.0,1,0.0,0.0,1
27.0,93.0,211.0,True,0.02,0.04,0.0,1,0.0,0.0,1
197.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,1.0,False,1.0,0.95,1.0,306,0.97,0.05,1
331.0,480.0,255.0,True,0.0,0.0,0.0,10,0.0,0.0,0
0.0,0.0,1.0,False,0.17,0.17,1.0,306,0.83,0.02,1
0.0,0.0,3.0,False,0.07,1.0,0.06,223,1.0,0.0,1
122.0,177.0,8.0,False,0.12,0.12,0.0,1,1.0,0.0,1
0.0,0.0,19.0,False,0.1,0.0,0.1,157,0.0,1.0,1
0.0,0.0,1.0,False,0.93,0.85,1.0,306,0.85,0.15,1
0.0,44.0,195.0,True,0.03,0.12,0.0,1,0.0,0.33,1
717.5,0.0,255.0,True,0.0,0.0,0.0,240,0.0,0.0,1
0.0,0.0,5.0,False,0.07,0.0,0.07,210,0.0,1.0,1
0.0,0.0,47.0,False,0.02,0.16,0.0,1,1.0,0.0,1
344.0,276.0,250.0,True,0.01,0.56,0.0,3,0.0,0.21,0
391.0,1502.5,255.0,True,0.0,0.0,0.0,10,0.0,0.0,0
717.5,328.0,171.0,True,0.16,0.01,0.0,1,0.0,0.01,0
717.5,0.0,255.0,False,0.0,0.42,0.0,44,1.0,0.0,1
44.0,0.0,255.0,True,0.0,0.0,0.0,4,0.0,0.0,1
292.0,1502.5,247.0,True,0.0,0.0,0.0,16,0.0,0.0,0
1.0,1.0,1.0,True,0.63,0.01,0.95,58,0.0,0.0,1
46.0,46.0,242.0,True,0.01,0.0,0.0,163,0.0,0.0,0
0.0,0.0,1.0,False,0.69,0.7,0.0,1,1.0,0.0,1
717.5,0.0,237.0,False,0.01,0.19,0.0,14,0.93,0.0,1
303.0,1502.5,220.0,True,0.07,0.07,0.0,6,0.0,0.0,0
30.0,0.0,2.0,True,0.01,0.0,1.0,2,0.0,0.0,0
295.0,556.0,255.0,True,0.0,0.0,0.0,16,0.0,0.0,0
0.0,0.0,45.0,False,0.09,0.85,0.0,1,1.0,0.04,1
0.0,0.0,14.0,False,0.07,1.0,0.07,243,1.0,0.0,1
717.5,0.0,255.0,True,0.0,0.0,0.0,124,0.0,0.0,1
0.0,0.0,5.0,False,0.07,0.0,0.06,226,0.0,1.0,1
717.5,0.0,255.0,True,0.0,0.0,0.0,295,0.0,0.0,1
0.0,0.0,14.0,False,0.07,0.0,0.05,220,0.0,1.0,1
1.0,1.0,1.0,True,0.8,0.0,1.0,146,0.0,0.0,1
305.0,683.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
202.0,1211.0,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
322.0,396.0,255.0,True,0.0,0.0,0.0,17,0.0,0.0,0
0.0,0.0,1.0,False,0.85,0.9,0.0,1,1.0,0.0,1
332.0,1502.5,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
0.0,0.0,6.0,False,0.08,0.0,0.07,240,0.0,1.0,1
158.0,597.0,12.0,True,0.02,0.02,0.0,1,0.0,0.78,1
46.0,144.0,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
12.0,0.0,1.0,True,0.0,0.0,0.0,1,0.0,0.0,1
1.0,1.0,1.0,True,0.65,0.01,1.0,52,0.0,0.0,1
212.0,1502.5,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
18.0,0.0,41.0,True,0.0,0.0,0.0,1,0.0,0.0,1
0.0,0.0,2.0,False,0.07,1.0,0.07,221,1.0,0.0,1
158.0,597.0,17.0,True,0.82,0.8,0.0,1,0.0,0.0,1
0.0,0.0,18.0,False,0.07,1.0,0.06,217,1.0,0.0,1
0.0,0.0,21.0,False,0.03,0.45,1.0,4,1.0,0.0,1
306.0,1502.5,255.0,True,0.0,0.0,0.0,18,0.0,0.0,0
105.0,146.0,254.0,True,0.01,0.0,0.0,4,0.0,0.0,0
301.0,190.0,255.0,True,0.0,0.0,0.0,42,0.0,0.0,0
214.0,1267.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
508.0,0.0,162.0,True,0.02,0.33,0.0,306,0.0,0.0,1
239.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
250.0,1502.5,255.0,True,0.0,0.0,0.0,17,0.0,0.0,0
305.0,1502.5,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
0.0,0.0,245.0,False,0.01,0.56,0.0,13,0.0,0.2,1
0.0,0.0,1.0,False,1.0,0.0,0.0,1,0.0,1.0,1
0.0,0.0,14.0,False,0.05,0.64,0.67,3,0.67,0.0,1
0.0,15.0,63.0,True,0.04,0.11,0.0,1,0.0,0.0,1
55.0,52.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
302.0,1502.5,255.0,True,0.0,0.0,0.0,27,0.0,0.0,0
717.5,0.0,244.0,False,0.01,0.09,0.0,18,1.0,0.0,1
46.0,44.0,255.0,True,0.0,0.0,0.0,34,0.0,0.0,0
717.5,0.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,1
28.0,93.0,248.0,True,0.01,0.01,0.0,1,0.0,0.0,1
717.5,326.0,118.0,True,0.03,0.4,0.0,1,0.0,0.0,0
717.5,0.0,255.0,True,0.0,0.0,0.0,197,0.0,0.0,1
344.0,269.0,255.0,True,0.0,0.0,0.0,19,0.0,0.0,0
334.0,1502.5,255.0,True,0.0,0.0,0.0,14,0.0,0.0,0
329.0,1502.5,245.0,True,0.0,0.0,0.0,12,0.0,0.0,0
32.0,93.0,54.0,True,0.04,0.0,0.0,1,0.0,0.0,1
0.0,0.0,16.0,False,0.06,1.0,0.05,277,1.0,0.0,1
170.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
717.5,329.0,214.0,True,0.03,0.0,0.0,1,0.0,0.0,0
0.0,0.0,18.0,False,0.03,0.33,1.0,4,0.75,0.0,1
208.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
717.5,293.0,156.0,True,0.13,0.38,0.0,2,0.0,0.0,1
208.0,925.0,255.0,True,0.0,0.0,0.0,5,0.0,0.0,0
300.0,1502.5,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
326.0,1502.5,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
184.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.01,0
192.0,169.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
30.0,93.0,225.0,True,0.04,0.0,0.0,1,0.0,0.0,1
0.0,44.0,59.0,False,0.11,0.87,0.75,4,0.75,0.0,1
236.0,1502.5,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
216.0,817.0,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
311.0,1502.5,151.0,True,0.0,0.0,0.0,2,0.0,0.0,0
0.0,0.0,7.0,False,0.06,1.0,0.06,241,1.0,0.0,1
717.5,0.0,233.0,False,0.02,0.13,0.0,10,1.0,0.0,1
293.0,253.0,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
160.0,597.0,34.0,True,0.03,0.02,0.0,1,0.0,0.35,1
0.0,0.0,1.0,False,1.0,0.86,1.0,306,0.92,0.14,1
12.0,0.0,12.0,True,0.0,0.0,0.0,2,0.0,0.0,1
244.0,1502.5,255.0,True,0.0,0.0,0.0,34,0.0,0.0,0
717.5,0.0,255.0,True,0.0,0.0,0.0,179,0.0,0.0,1
49.0,0.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,1
125.0,188.0,129.0,True,0.02,0.02,0.0,2,0.0,0.0,1
44.0,44.0,254.0,True,0.01,0.0,0.0,179,0.0,0.0,0
238.0,397.0,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,15.0,88.0,False,0.03,0.88,0.0,1,1.0,0.01,1
338.0,278.0,255.0,True,0.0,0.0,0.0,20,0.0,0.0,0
0.0,0.0,17.0,False,0.06,1.0,0.06,261,1.0,0.0,1
717.5,1502.5,7.0,False,0.1,0.3,0.0,1,1.0,0.0,0
44.0,134.0,216.0,True,0.01,0.06,0.0,40,0.0,0.0,0
0.0,0.0,7.0,False,0.06,1.0,0.06,299,1.0,0.0,1
717.5,0.0,244.0,False,0.01,0.53,0.0,11,1.0,0.02,1
0.0,0.0,2.0,False,0.06,1.0,0.07,126,1.0,0.0,1
0.0,0.0,2.0,False,0.09,0.0,0.1,132,0.0,1.0,1
0.0,0.0,9.0,False,0.07,0.0,0.06,281,0.0,1.0,1
0.0,0.0,11.0,False,0.07,0.0,0.06,279,0.0,1.0,1
1.0,1.0,1.0,True,0.54,0.01,0.34,38,0.0,0.0,1
663.0,335.0,203.0,True,0.05,0.01,0.0,1,0.0,0.0,0
283.0,1502.5,63.0,True,0.0,0.0,0.0,11,0.0,0.0,0
158.0,595.0,87.0,True,0.03,0.01,0.0,1,0.0,0.02,1
717.5,0.0,26.0,True,0.0,0.0,0.0,2,0.0,0.0,1
345.0,443.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
0.0,0.0,19.0,False,0.06,1.0,0.06,273,1.0,0.0,1
0.0,0.0,17.0,False,0.09,0.0,0.09,187,0.0,1.0,1
121.0,174.0,86.0,True,0.02,0.01,0.0,1,0.0,0.0,1
0.0,0.0,50.0,False,0.02,0.64,1.0,3,1.0,0.0,1
0.0,36.0,60.0,False,0.02,0.89,1.0,3,1.0,0.0,1
277.0,1502.5,237.0,True,0.0,0.0,0.0,2,0.0,0.0,0
279.0,877.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,244.0,False,0.01,0.56,0.0,13,0.85,0.03,1
162.0,599.0,4.0,True,0.33,0.0,0.0,1,0.0,0.0,1
0.0,0.0,4.0,False,0.09,0.0,0.1,137,0.0,1.0,1
0.0,0.0,18.0,False,0.06,0.76,0.06,132,0.54,0.24,1
0.0,0.0,19.0,False,0.06,1.0,0.06,260,1.0,0.0,1
323.0,1502.5,255.0,True,0.0,0.0,0.0,37,0.0,0.0,0
214.0,1502.5,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,0.0,9.0,False,0.02,0.04,1.0,2,0.5,0.0,1
0.0,0.0,1.0,False,0.17,0.0,0.2,40,0.0,1.0,1
205.0,1502.5,30.0,True,0.0,0.0,0.0,10,0.0,0.0,0
0.0,0.0,14.0,False,0.05,0.95,0.06,114,0.88,0.05,1
48.0,0.0,254.0,True,0.01,0.0,0.0,4,0.0,0.0,1
0.0,0.0,17.0,False,0.06,0.18,0.06,286,0.22,0.82,1
0.0,44.0,173.0,True,0.02,0.01,0.0,1,0.0,0.47,1
46.0,46.0,247.0,True,0.01,0.0,0.0,112,0.0,0.0,0
0.0,0.0,13.0,False,0.07,1.0,0.07,245,1.0,0.0,1
41.0,0.0,254.0,True,0.01,0.0,0.0,2,0.0,0.0,1
235.0,1502.5,255.0,True,0.0,0.0,0.0,17,0.0,0.0,0
190.0,296.0,255.0,True,0.0,0.0,0.0,9,0.0,0.0,0
244.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
120.0,174.0,224.0,True,0.02,0.02,0.0,2,0.0,0.0,1
244.0,1047.0,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,0.0,3.0,False,0.06,0.0,0.07,122,0.0,1.0,1
344.0,420.0,125.0,True,0.0,0.0,0.0,5,0.0,0.0,0
304.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
12.0,0.0,24.0,True,0.0,0.0,0.0,2,0.0,0.0,1
230.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,15.0,False,0.06,0.13,0.06,253,0.13,0.87,1
45.0,134.0,255.0,True,0.0,0.0,0.0,77,0.0,0.0,0
0.0,0.0,19.0,False,0.06,1.0,0.06,286,1.0,0.0,1
121.0,174.0,54.0,True,0.02,0.01,0.0,2,0.0,0.0,1
0.0,0.0,16.0,False,0.06,1.0,0.06,116,1.0,0.0,1
717.5,1502.5,253.0,True,0.01,0.07,0.0,2,0.0,0.0,1
54.0,51.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
173.0,1502.5,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
228.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
297.0,1410.0,255.0,True,0.0,0.0,0.0,17,0.0,0.0,0
48.0,48.0,255.0,True,0.0,0.0,0.0,3,0.0,0.0,1
0.0,0.0,244.0,False,0.01,0.56,0.0,15,0.47,0.05,1
221.0,871.0,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
158.0,595.0,33.0,True,0.07,0.0,0.0,1,0.0,0.0,1
44.0,112.0,175.0,True,0.01,0.0,0.0,1,0.0,0.0,0
717.5,331.0,44.0,True,0.06,0.0,0.0,1,0.0,0.0,0
237.0,905.0,190.0,True,0.0,0.0,0.0,12,0.0,0.0,0
105.0,145.0,254.0,True,0.01,0.0,0.0,2,0.0,0.0,0
6.0,0.0,1.0,True,1.0,0.98,1.0,306,0.97,0.02,1
321.0,1502.5,255.0,True,0.0,0.0,0.0,37,0.0,0.0,0
55.0,56.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
160.0,597.0,14.0,True,0.78,0.76,0.0,1,0.0,0.0,1
717.5,0.0,244.0,False,0.01,0.44,0.0,9,1.0,0.02,1
0.0,0.0,3.0,False,0.07,0.0,0.07,237,0.0,1.0,1
8.0,0.0,42.0,True,0.0,0.0,0.0,1,0.0,0.0,1
26.0,157.0,95.0,True,0.03,0.0,0.0,1,0.0,0.0,1
0.0,44.0,229.0,True,0.11,0.11,0.0,1,0.0,0.5,1
151.0,0.0,10.0,True,0.1,0.0,0.0,4,0.0,0.02,0
333.0,1502.5,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
345.0,263.0,255.0,True,0.0,0.0,0.0,25,0.0,0.0,0
0.0,0.0,2.0,False,0.07,1.0,0.07,207,1.0,0.0,1
10.0,35.0,1.0,True,0.1,0.0,0.0,1,0.0,0.0,1
0.0,0.0,1.0,False,1.0,0.97,1.0,2,1.0,0.02,1
43.0,130.0,255.0,True,0.0,0.0,0.0,143,0.0,0.0,0
321.0,1502.5,255.0,True,0.0,0.0,0.0,7,0.0,0.0,0
520.0,0.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,1
242.0,255.0,255.0,True,0.0,0.0,0.0,18,0.0,0.0,0
215.0,190.0,255.0,True,0.0,0.0,0.0,20,0.0,0.0,0
0.0,0.0,6.0,False,0.07,1.0,0.07,226,1.0,0.0,1
299.0,1502.5,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
32.0,93.0,82.0,True,0.03,0.1,0.0,1,0.0,0.0,1
0.0,0.0,5.0,False,0.08,1.0,0.07,224,1.0,0.0,1
0.0,0.0,6.0,False,0.07,1.0,0.07,244,1.0,0.0,1
204.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,83.0,201.0,True,0.06,0.0,0.0,1,0.0,0.0,0
158.0,597.0,66.0,True,0.03,0.0,0.0,1,0.0,0.0,1
235.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,4.0,False,0.38,1.0,0.07,196,1.0,0.0,1
0.0,0.0,1.0,False,1.0,0.87,1.0,306,0.92,0.13,1
294.0,276.0,255.0,True,0.0,0.0,0.0,9,0.0,0.0,0
156.0,595.0,6.0,True,0.25,0.0,0.0,1,0.0,0.0,1
0.0,44.0,139.0,False,0.03,0.11,0.0,1,0.0,0.25,1
55.0,53.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
251.0,1502.5,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
0.0,0.0,9.0,False,0.06,1.0,0.06,242,1.0,0.0,1
1.0,1.0,1.0,True,0.84,0.0,0.97,132,0.0,0.0,1
0.0,0.0,20.0,False,0.07,1.0,0.06,280,1.0,0.0,1
0.0,44.0,168.0,True,0.03,0.11,0.0,1,0.0,0.33,1
0.0,0.0,12.0,False,0.05,1.0,0.06,242,1.0,0.0,1
0.0,0.0,1.0,False,0.99,0.85,1.0,306,0.85,0.13,1
0.0,0.0,18.0,False,0.07,1.0,0.07,214,1.0,0.0,1
1.0,0.0,5.0,True,0.47,0.13,0.51,82,0.0,0.0,0
717.5,328.0,172.0,True,0.14,0.0,0.0,1,0.0,0.0,0
717.5,0.0,255.0,False,0.0,0.42,0.0,46,1.0,0.0,1
233.0,525.0,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
54.0,54.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
226.0,1502.5,255.0,True,0.0,0.0,0.0,14,0.0,0.0,0
717.5,0.0,3.0,True,0.89,0.88,0.0,3,0.0,0.0,0
338.0,709.0,255.0,True,0.0,0.0,0.0,18,0.0,0.0,0
717.5,283.0,146.0,True,0.17,0.0,0.0,2,0.0,0.0,0
0.0,0.0,2.0,False,0.09,0.0,0.1,131,0.0,1.0,1
32.0,93.0,242.0,True,0.01,0.03,0.0,1,0.0,0.0,1
0.0,0.0,1.0,False,0.07,0.0,0.09,122,0.0,1.0,1
43.0,0.0,253.0,True,0.01,0.0,0.0,4,0.0,0.0,1
0.0,0.0,16.0,False,0.06,1.0,0.06,294,1.0,0.0,1
0.0,44.0,146.0,False,0.03,0.11,0.0,1,0.0,0.28,1
0.0,44.0,157.0,True,0.36,0.35,0.0,1,0.0,0.49,1
227.0,765.0,27.0,True,0.03,0.02,0.0,1,0.0,0.0,0
302.0,1502.5,255.0,True,0.0,0.0,0.0,10,0.0,0.0,0
123.0,174.0,254.0,True,0.01,0.01,0.0,1,0.0,0.02,1
717.5,1.0,253.0,False,0.01,0.69,0.0,47,0.98,0.01,1
218.0,241.0,251.0,True,0.0,0.0,0.0,3,0.0,0.0,0
0.0,0.0,18.0,False,0.07,1.0,0.06,221,1.0,0.0,1
25.0,93.0,237.0,True,0.01,0.04,0.0,1,0.0,0.0,1
0.0,0.0,11.0,False,0.06,1.0,0.06,280,1.0,0.0,1
0.0,0.0,7.0,False,0.07,1.0,0.07,210,1.0,0.0,1
252.0,1502.5,255.0,True,0.0,0.0,0.0,10,0.0,0.0,0
28.0,93.0,140.0,True,0.02,0.17,0.0,1,0.0,0.0,1
717.5,0.0,145.0,True,0.02,0.01,0.0,3,0.0,0.0,0
46.0,46.0,254.0,True,0.01,0.0,0.01,147,0.0,0.0,0
0.0,0.0,1.0,False,0.02,0.0,0.0,1,0.0,0.0,1
246.0,1502.5,255.0,True,0.0,0.0,0.0,7,0.0,0.0,0
0.0,0.0,1.0,False,1.0,0.0,0.0,1,0.0,1.0,1
1.0,0.0,64.0,True,0.55,0.0,0.29,139,0.0,0.0,0
0.0,0.0,7.0,False,0.07,1.0,0.06,248,1.0,0.0,1
717.5,332.0,69.0,True,0.23,0.05,0.0,1,0.0,0.0,0
0.0,0.0,20.0,False,0.05,1.0,0.07,104,1.0,0.0,1
0.0,0.0,19.0,False,0.06,1.0,0.06,280,1.0,0.0,1
0.0,0.0,12.0,False,0.07,0.0,0.06,284,0.0,1.0,1
160.0,597.0,103.0,True,0.03,0.01,0.0,1,0.0,0.02,1
32.0,93.0,92.0,True,0.03,0.09,0.0,1,0.0,0.0,1
0.0,0.0,9.0,False,0.07,1.0,0.06,288,1.0,0.0,1
0.0,0.0,18.0,False,0.06,1.0,0.06,143,1.0,0.0,1
45.0,45.0,255.0,True,0.0,0.0,0.0,122,0.0,0.0,0
43.0,43.0,254.0,True,0.01,0.0,0.0,150,0.0,0.0,0
224.0,1085.0,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
232.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
342.0,1502.5,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
217.0,1370.0,255.0,True,0.0,0.0,0.0,5,0.0,0.0,0
216.0,557.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,4.0,False,0.06,0.0,0.08,117,0.0,1.0,1
31.0,93.0,234.0,True,0.02,0.05,0.0,1,0.0,0.0,1
326.0,242.0,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
118.0,1502.5,4.0,True,0.02,0.01,0.0,1,0.0,0.0,1
30.0,93.0,249.0,True,0.01,0.02,0.0,1,0.0,0.0,1
0.0,36.0,35.0,False,0.04,0.54,1.0,4,0.75,0.0,1
0.0,0.0,19.0,False,0.07,1.0,0.06,265,1.0,0.0,1
0.0,0.0,7.0,False,0.07,1.0,0.06,221,1.0,0.0,1
0.0,15.0,35.0,True,0.04,0.08,0.0,1,0.0,0.0,1
53.0,55.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
306.0,1380.0,241.0,True,0.01,0.0,0.0,4,0.0,0.01,0
717.5,293.0,239.0,True,0.07,0.05,0.0,2,0.0,0.0,1
0.0,0.0,17.0,False,0.06,1.0,0.06,144,1.0,0.0,1
32.0,93.0,229.0,True,0.02,0.05,0.0,1,0.0,0.0,1
204.0,333.0,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,0.0,19.0,False,0.06,0.0,0.05,294,0.0,1.0,1
0.0,0.0,7.0,False,0.05,1.0,0.06,137,1.0,0.0,1
0.0,0.0,12.0,False,0.09,0.0,0.09,151,0.0,1.0,1
18.0,0.0,71.0,True,0.0,0.0,0.0,1,0.0,0.0,1
303.0,1502.5,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
240.0,1502.5,249.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,0.0,10.0,False,0.08,0.0,0.09,140,0.0,1.0,1
344.0,274.0,255.0,True,0.0,0.0,0.0,9,0.0,0.0,0
326.0,1502.5,255.0,True,0.0,0.0,0.0,33,0.0,0.0,0
317.0,1502.5,255.0,True,0.0,0.0,0.0,21,0.0,0.0,0
0.0,0.0,18.0,False,0.05,1.0,0.06,109,1.0,0.0,1
0.0,0.0,58.0,False,0.5,0.6,1.0,2,1.0,0.0,1
324.0,1415.0,21.0,True,0.0,0.0,0.0,6,0.0,0.0,0
432.0,1502.5,231.0,True,0.0,0.0,0.0,5,0.0,0.0,0
717.5,1502.5,253.0,True,0.01,0.01,0.0,5,0.0,0.0,1
0.0,0.0,10.0,False,0.07,0.99,0.07,257,0.99,0.01,1
0.0,36.0,58.0,False,0.03,0.88,1.0,3,1.0,0.02,1
0.0,0.0,9.0,False,0.07,1.0,0.08,92,1.0,0.0,1
288.0,1502.5,255.0,True,0.0,0.0,0.0,9,0.0,0.0,0
0.0,0.0,16.0,False,0.07,0.98,0.07,244,0.98,0.02,1
0.0,44.0,144.0,False,0.03,0.11,0.0,1,0.0,0.27,1
717.5,407.0,124.0,True,0.03,0.0,0.0,1,0.0,0.01,0
47.0,0.0,255.0,True,0.0,0.0,0.0,6,0.0,0.0,1
0.0,0.0,3.0,False,0.07,1.0,0.06,290,1.0,0.0,1
0.0,0.0,64.0,False,0.02,0.85,0.67,3,1.0,0.0,1
306.0,1380.0,240.0,True,0.01,0.0,0.0,6,0.0,0.0,0
40.0,40.0,1.0,True,0.24,0.07,0.0,1,0.0,0.0,1
15.0,94.0,127.0,False,0.08,0.83,0.75,4,0.75,0.0,1
299.0,305.0,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
0.0,0.0,17.0,False,0.07,1.0,0.07,275,1.0,0.0,1
121.0,233.0,106.0,True,0.03,0.0,0.0,1,0.0,0.0,0
31.0,93.0,204.0,True,0.02,0.07,0.0,1,0.0,0.0,1
251.0,1407.0,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
192.0,1502.5,188.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,1.0,False,0.53,0.3,1.0,2,1.0,0.0,1
219.0,1454.0,255.0,True,0.0,0.0,0.0,21,0.0,0.0,0
18.0,0.0,42.0,True,0.0,0.0,0.0,1,0.0,0.0,1
0.0,0.0,12.0,False,0.09,0.0,0.09,152,0.0,1.0,1
0.0,0.0,10.0,False,0.07,0.39,0.06,276,0.38,0.61,1
20.0,0.0,96.0,True,0.0,0.0,0.0,1,0.0,0.0,1
161.0,599.0,20.0,True,0.09,0.0,0.0,1,0.0,0.0,1
256.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
358.0,1502.5,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,0.0,1.0,False,0.95,0.85,1.0,306,0.84,0.15,1
0.0,44.0,29.0,False,0.03,0.41,1.0,2,1.0,0.01,1
338.0,1502.5,255.0,True,0.0,0.0,0.0,5,0.0,0.0,0
315.0,1502.5,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
0.0,44.0,243.0,True,0.02,0.06,0.0,1,0.0,0.33,1
20.0,0.0,64.0,True,0.0,0.0,0.0,1,0.0,0.0,1
322.0,1502.5,244.0,True,0.0,0.0,0.0,1,0.0,0.0,0
120.0,174.0,252.0,True,0.01,0.02,0.0,1,0.0,0.0,1
218.0,757.0,4.0,True,0.16,0.03,0.0,1,0.0,0.0,0
0.0,0.0,59.0,False,0.11,1.0,0.25,8,1.0,0.0,1
324.0,1502.5,255.0,True,0.0,0.0,0.0,7,0.0,0.0,0
1.0,1.0,1.0,True,0.51,0.03,0.71,24,0.0,0.0,1
55.0,56.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
304.0,1502.5,174.0,True,0.03,0.0,0.0,4,0.0,0.0,0
20.0,0.0,147.0,True,0.0,0.0,0.0,1,0.0,0.0,1
673.0,330.0,144.0,True,0.03,0.0,0.0,1,0.0,0.0,0
45.0,0.0,254.0,True,0.01,0.0,0.0,5,0.0,0.0,1
0.0,0.0,20.0,False,0.06,1.0,0.06,298,1.0,0.0,1
